"leagueID","playerID","Season","Liga","Jugador","position","positionOrder","Partidos","Tiros","Tiempo","xGoals","Goles"
"4","2115","2015","La Liga","Hernán Pérez","AML",13,23,40,1960,4.55163904279471,6
"4","2115","2015","La Liga","Hernán Pérez","FWL",16,23,40,1960,4.55163904279471,6
"4","2115","2015","La Liga","Hernán Pérez","FWR",14,23,40,1960,4.55163904279471,6
"4","2116","2015","La Liga","Felipe Caicedo","FW",15,26,39,2016,7.83060608245433,7
"4","2117","2015","La Liga","Marco Asensio","AMC",12,27,47,2303,5.78656630776823,4
"4","2117","2015","La Liga","Marco Asensio","AMR",11,27,47,2303,5.78656630776823,4
"4","2117","2015","La Liga","Marco Asensio","AML",13,27,47,2303,5.78656630776823,4
"4","2117","2015","La Liga","Marco Asensio","FWR",14,27,47,2303,5.78656630776823,4
"4","2117","2015","La Liga","Marco Asensio","FW",15,27,47,2303,5.78656630776823,4
"4","2117","2015","La Liga","Marco Asensio","FWL",16,27,47,2303,5.78656630776823,4
"4","2118","2015","La Liga","Paco Montañés","AMR",11,1,1,90,0.0688324496150017,0
"4","2120","2015","La Liga","Gerard Moreno","FW",15,19,36,1535,5.69132297486067,6
"4","2120","2015","La Liga","Gerard Moreno","AML",13,19,36,1535,5.69132297486067,6
"4","2120","2015","La Liga","Gerard Moreno","AMC",12,19,36,1535,5.69132297486067,6
"4","2120","2015","La Liga","Gerard Moreno","AMR",11,19,36,1535,5.69132297486067,6
"4","2121","2015","La Liga","Salva Sevilla","AMC",12,4,4,266,0.702265039086342,1
"4","2121","2015","La Liga","Salva Sevilla","AML",13,4,4,266,0.702265039086342,1
"4","2122","2015","La Liga","Joan Jordán","AMC",12,1,2,90,0.121586531400681,0
"4","2131","2015","La Liga","Keko","AMR",11,14,22,1208,2.74410817492753,2
"4","2131","2015","La Liga","Keko","FWR",14,14,22,1208,2.74410817492753,2
"4","2132","2015","La Liga","Jota","AMR",11,6,9,453,1.47830595914274,0
"4","2132","2015","La Liga","Jota","AMC",12,6,9,453,1.47830595914274,0
"4","2132","2015","La Liga","Jota","AML",13,6,9,453,1.47830595914274,0
"4","2133","2015","La Liga","Adrián","AMC",12,13,25,1045,3.74951454997062,3
"4","2133","2015","La Liga","Adrián","AML",13,13,25,1045,3.74951454997062,3
"4","2134","2015","La Liga","Saúl Berjón","AML",13,9,19,701,2.41401256993413,2
"4","2134","2015","La Liga","Saúl Berjón","AMR",11,9,19,701,2.41401256993413,2
"4","2134","2015","La Liga","Saúl Berjón","FWR",14,9,19,701,2.41401256993413,2
"4","2135","2015","La Liga","Sergi Enrich","FW",15,25,36,2152,6.18431948311627,8
"4","2135","2015","La Liga","Sergi Enrich","AMC",12,25,36,2152,6.18431948311627,8
"4","2136","2015","La Liga","Izet Hajrovic","AML",13,1,0,64,0,0
"4","2142","2015","La Liga","Álvaro Cejudo","AMR",11,14,15,1052,0.604485230520368,1
"4","2142","2015","La Liga","Álvaro Cejudo","AML",13,14,15,1052,0.604485230520368,1
"4","2147","2015","La Liga","Charly Musonda","AML",13,6,3,482,0.10090936999768,0
"4","2147","2015","La Liga","Charly Musonda","AMR",11,6,3,482,0.10090936999768,0
"4","2148","2015","La Liga","Joaquín","AML",13,11,11,876,0.596988372504712,0
"4","2148","2015","La Liga","Joaquín","AMR",11,11,11,876,0.596988372504712,0
"4","2148","2015","La Liga","Joaquín","AMC",12,11,11,876,0.596988372504712,0
"4","2149","2015","La Liga","Francisco Portillo","AMC",12,3,2,244,0.117330398410559,0
"4","2149","2015","La Liga","Francisco Portillo","AML",13,3,2,244,0.117330398410559,0
"4","2150","2015","La Liga","Rubén Castro","FW",15,38,103,3382,18.2253102064133,19
"4","2153","2015","La Liga","Rafael van der Vaart","AMC",12,1,2,68,0.105583399534225,0
"4","2154","2015","La Liga","Álvaro Vadillo","AML",13,1,0,46,0,0
"4","2155","2015","La Liga","Jorge Molina","FW",15,10,7,623,0.835283145308495,0
"4","2162","2015","La Liga","Roberto Trashorras","AMC",12,1,0,90,0,0
"4","2164","2015","La Liga","Pablo Hernández","AMC",12,18,28,1313,2.66022208705544,2
"4","2164","2015","La Liga","Pablo Hernández","AML",13,18,28,1313,2.66022208705544,2
"4","2164","2015","La Liga","Pablo Hernández","AMR",11,18,28,1313,2.66022208705544,2
"4","2165","2015","La Liga","Jozabed","AMC",12,16,29,1336,4.60546678304672,7
"4","2166","2015","La Liga","Adrián Embarba","AML",13,16,28,1204,3.18304939754307,2
"4","2166","2015","La Liga","Adrián Embarba","AMR",11,16,28,1204,3.18304939754307,2
"4","2167","2015","La Liga","Javi Guerra","FW",15,23,66,1924,11.1109310761094,11
"4","2168","2015","La Liga","Bebé","AML",13,22,56,1633,2.25111515447497,3
"4","2168","2015","La Liga","Bebé","AMR",11,22,56,1633,2.25111515447497,3
"4","2170","2015","La Liga","Miku","FW",15,18,40,1474,11.3094662427902,8
"4","2171","2015","La Liga","Manucho","FW",15,5,4,425,1.32663929089904,1
"4","2173","2015","La Liga","Joni Montiel","AMC",12,1,1,65,0.0273823067545891,0
"4","2181","2015","La Liga","Jordi Xumetra","FWR",14,2,3,154,0.478055537678302,0
"4","2181","2015","La Liga","Jordi Xumetra","AMR",11,2,3,154,0.478055537678302,0
"4","2182","2015","La Liga","Jefferson Lerma","AMC",12,1,1,90,0.0134580945596099,0
"4","2183","2015","La Liga","Rubén García","FWL",16,7,5,565,0.260463396087289,0
"4","2183","2015","La Liga","Rubén García","FWR",14,7,5,565,0.260463396087289,0
"4","2183","2015","La Liga","Rubén García","AML",13,7,5,565,0.260463396087289,0
"4","2184","2015","La Liga","Casadesús","FW",15,7,5,546,0.681365555152297,2
"4","2185","2015","La Liga","Deyverson","FW",15,24,59,1974,8.22682666964829,7
"4","2185","2015","La Liga","Deyverson","FWR",14,24,59,1974,8.22682666964829,7
"4","2186","2015","La Liga","Morales","FWR",14,10,30,833,2.71252644248307,3
"4","2186","2015","La Liga","Morales","FWL",16,10,30,833,2.71252644248307,3
"4","2186","2015","La Liga","Morales","AML",13,10,30,833,2.71252644248307,3
"4","2196","2015","La Liga","Álvaro Medrán","AMC",12,1,2,86,0.0928882360458374,0
"4","2197","2015","La Liga","Pedro León","AMR",11,16,36,1178,3.01273176446557,1
"4","2197","2015","La Liga","Pedro León","AML",13,16,36,1178,3.01273176446557,1
"4","2197","2015","La Liga","Pedro León","FWR",14,16,36,1178,3.01273176446557,1
"4","2198","2015","La Liga","Moi Gómez","AML",13,5,4,375,0.155736057087779,0
"4","2198","2015","La Liga","Moi Gómez","AMR",11,5,4,375,0.155736057087779,0
"4","2198","2015","La Liga","Moi Gómez","AMC",12,5,4,375,0.155736057087779,0
"4","2199","2015","La Liga","Pablo Sarabia","AMC",12,20,35,1632,3.22593081463128,5
"4","2199","2015","La Liga","Pablo Sarabia","AMR",11,20,35,1632,3.22593081463128,5
"4","2199","2015","La Liga","Pablo Sarabia","FW",15,20,35,1632,3.22593081463128,5
"4","2199","2015","La Liga","Pablo Sarabia","AML",13,20,35,1632,3.22593081463128,5
"4","2199","2015","La Liga","Pablo Sarabia","FWL",16,20,35,1632,3.22593081463128,5
"4","2200","2015","La Liga","Álvaro Vázquez","FW",15,24,42,1814,8.7484336476773,3
"4","2201","2015","La Liga","Yoda","AMR",11,1,2,90,0.0857044234871864,0
"4","2202","2015","La Liga","Stefan Scepovic","FW",15,17,19,1427,3.67646240070462,1
"4","2203","2015","La Liga","Emiliano Buendía","AMC",12,3,3,232,0.403148792684078,0
"4","2203","2015","La Liga","Emiliano Buendía","FW",15,3,3,232,0.403148792684078,0
"4","2214","2015","La Liga","Carlos Carmona","AMR",11,12,13,866,1.79596458002925,2
"4","2215","2015","La Liga","Alen Halilovic","FW",15,21,44,1740,3.17082241456956,2
"4","2215","2015","La Liga","Alen Halilovic","AMC",12,21,44,1740,3.17082241456956,2
"4","2215","2015","La Liga","Alen Halilovic","FWR",14,21,44,1740,3.17082241456956,2
"4","2215","2015","La Liga","Alen Halilovic","AMR",11,21,44,1740,3.17082241456956,2
"4","2216","2015","La Liga","Jony","AMR",11,23,37,1947,2.50209454679862,2
"4","2216","2015","La Liga","Jony","FWL",16,23,37,1947,2.50209454679862,2
"4","2216","2015","La Liga","Jony","AML",13,23,37,1947,2.50209454679862,2
"4","2217","2015","La Liga","Antonio Sanabria","FW",15,27,50,2225,11.986354444176,11
"4","2218","2015","La Liga","Guerrero","FW",15,13,15,896,2.38605101592839,1
"4","2219","2015","La Liga","Álex Menéndez","AML",13,7,10,550,0.864227818325162,1
"4","2222","2015","La Liga","Pablo Pérez","AMR",11,7,11,499,0.77830408886075,0
"4","2222","2015","La Liga","Pablo Pérez","FWR",14,7,11,499,0.77830408886075,0
"4","2222","2015","La Liga","Pablo Pérez","AMC",12,7,11,499,0.77830408886075,0
"4","2223","2015","La Liga","Carlos Castro","FW",15,7,8,524,2.31732767820358,5
"4","2230","2015","La Liga","David Zurutuza","AMC",12,11,12,845,1.87218912132084,1
"4","2230","2015","La Liga","David Zurutuza","AML",13,11,12,845,1.87218912132084,1
"4","2230","2015","La Liga","David Zurutuza","FWL",16,11,12,845,1.87218912132084,1
"4","2233","2015","La Liga","Xabi Prieto","AMR",11,20,14,1642,2.16702254116535,3
"4","2233","2015","La Liga","Xabi Prieto","AML",13,20,14,1642,2.16702254116535,3
"4","2233","2015","La Liga","Xabi Prieto","AMC",12,20,14,1642,2.16702254116535,3
"4","2233","2015","La Liga","Xabi Prieto","FWL",16,20,14,1642,2.16702254116535,3
"4","2233","2015","La Liga","Xabi Prieto","FWR",14,20,14,1642,2.16702254116535,3
"4","2234","2015","La Liga","Mikel Oyarzabal","AML",13,15,24,1298,2.06823099777103,5
"4","2234","2015","La Liga","Mikel Oyarzabal","FWL",16,15,24,1298,2.06823099777103,5
"4","2234","2015","La Liga","Mikel Oyarzabal","FW",15,15,24,1298,2.06823099777103,5
"4","2234","2015","La Liga","Mikel Oyarzabal","FWR",14,15,24,1298,2.06823099777103,5
"4","2234","2015","La Liga","Mikel Oyarzabal","AMR",11,15,24,1298,2.06823099777103,5
"4","2234","2015","La Liga","Mikel Oyarzabal","AMC",12,15,24,1298,2.06823099777103,5
"4","2235","2015","La Liga","Bruma","AML",13,13,22,974,1.45844320952892,1
"4","2235","2015","La Liga","Bruma","AMR",11,13,22,974,1.45844320952892,1
"4","2235","2015","La Liga","Bruma","FWL",16,13,22,974,1.45844320952892,1
"4","2235","2015","La Liga","Bruma","FWR",14,13,22,974,1.45844320952892,1
"4","2238","2015","La Liga","Jon Bautista","FW",15,1,1,59,0.014613994397223,0
"4","2242","2015","La Liga","Rubén Pardo","AMC",12,1,3,90,0.180590942502022,0
"4","2249","2015","La Liga","James Rodríguez","AMR",11,8,17,595,1.06114195659757,4
"4","2249","2015","La Liga","James Rodríguez","FWR",14,8,17,595,1.06114195659757,4
"4","2249","2015","La Liga","James Rodríguez","AMC",12,8,17,595,1.06114195659757,4
"4","2251","2015","La Liga","Gareth Bale","AMC",12,21,79,1697,10.4980707354844,18
"4","2251","2015","La Liga","Gareth Bale","FWL",16,21,79,1697,10.4980707354844,18
"4","2251","2015","La Liga","Gareth Bale","FW",15,21,79,1697,10.4980707354844,18
"4","2251","2015","La Liga","Gareth Bale","FWR",14,21,79,1697,10.4980707354844,18
"4","2251","2015","La Liga","Gareth Bale","AMR",11,21,79,1697,10.4980707354844,18
"4","2252","2015","La Liga","Borja Mayoral","FW",15,3,1,223,0.0778788104653358,0
"4","2253","2015","La Liga","Lucas Vázquez","AMR",11,9,12,763,1.78777766413987,2
"4","2253","2015","La Liga","Lucas Vázquez","FWR",14,9,12,763,1.78777766413987,2
"4","2253","2015","La Liga","Lucas Vázquez","FWL",16,9,12,763,1.78777766413987,2
"4","2254","2015","La Liga","Mateo Kovacic","AMC",12,1,2,89,0.562273800373077,0
"4","2255","2015","La Liga","Isco","AMR",11,10,17,750,1.84656174853444,1
"4","2255","2015","La Liga","Isco","AMC",12,10,17,750,1.84656174853444,1
"4","2255","2015","La Liga","Isco","FWR",14,10,17,750,1.84656174853444,1
"4","2255","2015","La Liga","Isco","FW",15,10,17,750,1.84656174853444,1
"4","2256","2015","La Liga","Jesé","FW",15,7,11,468,1.9508603066206,2
"4","2256","2015","La Liga","Jesé","FWR",14,7,11,468,1.9508603066206,2
"4","2256","2015","La Liga","Jesé","FWL",16,7,11,468,1.9508603066206,2
"4","2266","2015","La Liga","Saúl Ñíguez","AMC",12,1,0,90,0,0
"4","2269","2015","La Liga","Koke","AML",13,3,3,270,0.240857597440481,0
"4","2269","2015","La Liga","Koke","FWR",14,3,3,270,0.240857597440481,0
"4","2269","2015","La Liga","Koke","AMC",12,3,3,270,0.240857597440481,0
"4","2270","2015","La Liga","Antoine Griezmann","FW",15,33,84,2742,14.7692964421585,20
"4","2270","2015","La Liga","Antoine Griezmann","FWL",16,33,84,2742,14.7692964421585,20
"4","2270","2015","La Liga","Antoine Griezmann","FWR",14,33,84,2742,14.7692964421585,20
"4","2270","2015","La Liga","Antoine Griezmann","AMR",11,33,84,2742,14.7692964421585,20
"4","2271","2015","La Liga","Fernando Torres","FW",15,17,42,1319,5.14757033810019,8
"4","2272","2015","La Liga","Yannick Carrasco","FWL",16,6,8,434,0.779395757243038,0
"4","2272","2015","La Liga","Yannick Carrasco","AMC",12,6,8,434,0.779395757243038,0
"4","2274","2015","La Liga","Luciano Vietto","FWR",14,12,19,799,1.99371489137411,0
"4","2274","2015","La Liga","Luciano Vietto","FW",15,12,19,799,1.99371489137411,0
"4","2275","2015","La Liga","Ángel Correa","FW",15,5,11,311,0.918693143874407,0
"4","2275","2015","La Liga","Ángel Correa","FWL",16,5,11,311,0.918693143874407,0
"4","2284","2015","La Liga","Daniel Wass","FW",15,3,6,250,0.247455030679703,0
"4","2284","2015","La Liga","Daniel Wass","AMR",11,3,6,250,0.247455030679703,0
"4","2284","2015","La Liga","Daniel Wass","AMC",12,3,6,250,0.247455030679703,0
"4","2285","2015","La Liga","Fabián Orellana","FWR",14,30,71,2652,7.43017325364053,6
"4","2285","2015","La Liga","Fabián Orellana","AMR",11,30,71,2652,7.43017325364053,6
"4","2285","2015","La Liga","Fabián Orellana","AMC",12,30,71,2652,7.43017325364053,6
"4","2286","2015","La Liga","Pablo Hernández","AMC",12,9,7,702,0.282797537744045,0
"4","2287","2015","La Liga","John Guidetti","FW",15,12,23,904,4.99239752814174,6
"4","2288","2015","La Liga","Theo Bongonda","FW",15,14,18,1092,2.50879972428083,2
"4","2288","2015","La Liga","Theo Bongonda","FWR",14,14,18,1092,2.50879972428083,2
"4","2288","2015","La Liga","Theo Bongonda","AMR",11,14,18,1092,2.50879972428083,2
"4","2288","2015","La Liga","Theo Bongonda","AML",13,14,18,1092,2.50879972428083,2
"4","2288","2015","La Liga","Theo Bongonda","FWL",16,14,18,1092,2.50879972428083,2
"4","2290","2015","La Liga","Iago Aspas","FW",15,31,77,2549,12.891307676211,13
"4","2290","2015","La Liga","Iago Aspas","AMR",11,31,77,2549,12.891307676211,13
"4","2290","2015","La Liga","Iago Aspas","FWR",14,31,77,2549,12.891307676211,13
"4","2292","2015","La Liga","Dejan Drazic","AMR",11,1,0,66,0,0
"4","2294","2015","La Liga","Señé","AMR",11,4,2,335,0.128016531467438,0
"4","2294","2015","La Liga","Señé","AML",13,4,2,335,0.128016531467438,0
"4","2294","2015","La Liga","Señé","AMC",12,4,2,335,0.128016531467438,0
"4","2294","2015","La Liga","Señé","FWL",16,4,2,335,0.128016531467438,0
"4","2300","2015","La Liga","Samu García","FW",15,3,2,240,0.0511679351329803,0
"4","2303","2015","La Liga","Samu Castillejo","FWL",16,1,1,47,0.0124120833352208,0
"4","2304","2015","La Liga","Leo Baptistao","FW",15,12,25,910,3.42096500098705,2
"4","2305","2015","La Liga","Adrián","FW",15,10,7,645,2.60138553380967,4
"4","2306","2015","La Liga","Cédric Bakambu","FW",15,21,41,1573,7.15470537543297,9
"4","2308","2015","La Liga","Denis Suárez","FW",15,1,0,90,0,0
"4","2309","2015","La Liga","Nahuel","FWR",14,1,1,65,0.544401943683624,0
"4","2311","2015","La Liga","Roberto Soldado","FW",15,27,40,2233,5.82918473985046,5
"4","2316","2015","La Liga","Juanfran","AMR",11,4,5,301,0.229172033257782,1
"4","2318","2015","La Liga","Fede Cartabia","AMR",11,9,17,659,0.868621835485101,2
"4","2318","2015","La Liga","Fede Cartabia","FWR",14,9,17,659,0.868621835485101,2
"4","2319","2015","La Liga","Faycal Fajr","AMC",12,20,25,1752,1.45922415982932,3
"4","2319","2015","La Liga","Faycal Fajr","AML",13,20,25,1752,1.45922415982932,3
"4","2319","2015","La Liga","Faycal Fajr","AMR",11,20,25,1752,1.45922415982932,3
"4","2319","2015","La Liga","Faycal Fajr","FWR",14,20,25,1752,1.45922415982932,3
"4","2319","2015","La Liga","Faycal Fajr","FWL",16,20,25,1752,1.45922415982932,3
"4","2321","2015","La Liga","Jonás Gutiérrez","AML",13,2,0,128,0,0
"4","2322","2015","La Liga","Cani","AML",13,9,9,584,0.494833935983479,0
"4","2322","2015","La Liga","Cani","AMR",11,9,9,584,0.494833935983479,0
"4","2322","2015","La Liga","Cani","AMC",12,9,9,584,0.494833935983479,0
"4","2323","2015","La Liga","Oriol Riera","FW",15,7,14,519,2.06304072588682,1
"4","2327","2015","La Liga","Jonathan Rodríguez","FW",15,6,11,405,1.44801704399288,0
"4","2335","2015","La Liga","Pablo Fornals","AMR",11,1,1,90,0.0208572391420603,0
"4","2338","2015","La Liga","Ricardo Horta","AMR",11,4,7,239,0.780128289014101,0
"4","2338","2015","La Liga","Ricardo Horta","AML",13,4,7,239,0.780128289014101,0
"4","2339","2015","La Liga","Charles","FW",15,33,79,2943,10.7562734326348,11
"4","2340","2015","La Liga","Duje Cop","FW",15,25,44,1897,8.5421781130135,7
"4","2341","2015","La Liga","Roque Santa Cruz","FW",15,3,3,237,1.14828777313232,1
"4","2342","2015","La Liga","Gonzalo Castro","AML",13,1,0,58,0,0
"4","2343","2015","La Liga","Juanpi","AMR",11,1,0,56,0,0
"4","2345","2015","La Liga","Duda","AMR",11,7,9,540,1.08872418478131,0
"4","2345","2015","La Liga","Duda","AMC",12,7,9,540,1.08872418478131,0
"4","2349","2015","La Liga","Ikechukwu Uche","FW",15,1,0,65,0,0
"4","2356","2015","La Liga","Roque Mesa","AMC",12,1,3,90,0.0688482597470284,0
"4","2357","2015","La Liga","Nabil El Zhar","AMR",11,8,7,688,0.49654297158122,2
"4","2357","2015","La Liga","Nabil El Zhar","AML",13,8,7,688,0.49654297158122,2
"4","2358","2015","La Liga","Jonathan Viera","FW",15,18,51,1602,5.32194784656167,7
"4","2358","2015","La Liga","Jonathan Viera","AML",13,18,51,1602,5.32194784656167,7
"4","2358","2015","La Liga","Jonathan Viera","AMR",11,18,51,1602,5.32194784656167,7
"4","2358","2015","La Liga","Jonathan Viera","AMC",12,18,51,1602,5.32194784656167,7
"4","2359","2015","La Liga","Tana","AMC",12,16,21,1340,1.91685555130243,3
"4","2359","2015","La Liga","Tana","FW",15,16,21,1340,1.91685555130243,3
"4","2359","2015","La Liga","Tana","AMR",11,16,21,1340,1.91685555130243,3
"4","2360","2015","La Liga","Momo","AML",13,4,4,321,0.837600542232395,0
"4","2360","2015","La Liga","Momo","AMR",11,4,4,321,0.837600542232395,0
"4","2360","2015","La Liga","Momo","FWL",16,4,4,321,0.837600542232395,0
"4","2361","2015","La Liga","Willian José","FW",15,19,43,1544,6.07073132134974,8
"4","2362","2015","La Liga","Mubarak Wakaso","AML",13,3,5,251,0.164119070395828,0
"4","2362","2015","La Liga","Mubarak Wakaso","AMR",11,3,5,251,0.164119070395828,0
"4","2365","2015","La Liga","Sergio Araujo","FW",15,20,48,1667,4.96270741149783,4
"4","2370","2015","La Liga","Karim Benzema","FW",15,26,97,1997,20.6223029047251,24
"4","2371","2015","La Liga","Cristiano Ronaldo","AML",13,36,227,3186,35.5890064537525,35
"4","2371","2015","La Liga","Cristiano Ronaldo","FWL",16,36,227,3186,35.5890064537525,35
"4","2371","2015","La Liga","Cristiano Ronaldo","FW",15,36,227,3186,35.5890064537525,35
"4","2378","2015","La Liga","Daniel Parejo","AMC",12,1,1,90,0.427097678184509,0
"4","2379","2015","La Liga","João Cancelo","FWR",14,4,4,317,0.578877560794353,0
"4","2380","2015","La Liga","Paco Alcácer","FW",15,25,51,2177,10.6160200294107,10
"4","2381","2015","La Liga","Rodrigo","FWL",16,12,24,925,3.21342479810119,2
"4","2381","2015","La Liga","Rodrigo","FW",15,12,24,925,3.21342479810119,2
"4","2381","2015","La Liga","Rodrigo","AMC",12,12,24,925,3.21342479810119,2
"4","2381","2015","La Liga","Rodrigo","AMR",11,12,24,925,3.21342479810119,2
"4","2381","2015","La Liga","Rodrigo","FWR",14,12,24,925,3.21342479810119,2
"4","2382","2015","La Liga","Pablo Piatti","FWL",16,8,8,494,1.20692626293749,0
"4","2383","2015","La Liga","André Gomes","AMC",12,6,9,532,0.840478960424662,0
"4","2383","2015","La Liga","André Gomes","FWR",14,6,9,532,0.840478960424662,0
"4","2383","2015","La Liga","André Gomes","AML",13,6,9,532,0.840478960424662,0
"4","2384","2015","La Liga","Santi Mina","FWR",14,14,16,1084,2.82537648081779,2
"4","2384","2015","La Liga","Santi Mina","FWL",16,14,16,1084,2.82537648081779,2
"4","2384","2015","La Liga","Santi Mina","AMR",11,14,16,1084,2.82537648081779,2
"4","2384","2015","La Liga","Santi Mina","AMC",12,14,16,1084,2.82537648081779,2
"4","2384","2015","La Liga","Santi Mina","FW",15,14,16,1084,2.82537648081779,2
"4","2389","2015","La Liga","Mauricio Cuero","FWR",14,2,2,106,0.311252744868398,0
"4","2389","2015","La Liga","Mauricio Cuero","AMR",11,2,2,106,0.311252744868398,0
"4","2399","2015","La Liga","Iñaki Williams","AML",13,21,41,1564,3.3810882139951,8
"4","2399","2015","La Liga","Iñaki Williams","AMR",11,21,41,1564,3.3810882139951,8
"4","2399","2015","La Liga","Iñaki Williams","FW",15,21,41,1564,3.3810882139951,8
"4","2400","2015","La Liga","Raúl García","AMC",12,27,73,2271,5.65458516404033,7
"4","2401","2015","La Liga","Muniain","AML",13,13,19,900,2.73259976692498,2
"4","2401","2015","La Liga","Muniain","AMC",12,13,19,900,2.73259976692498,2
"4","2401","2015","La Liga","Muniain","AMR",11,13,19,900,2.73259976692498,2
"4","2402","2015","La Liga","Borja Viguera","FW",15,3,5,237,1.29227292910218,0
"4","2403","2015","La Liga","Íñigo Lekue","AML",13,5,4,379,0.189444905146957,0
"4","2405","2015","La Liga","Markel Susaeta","AMR",11,22,21,1748,1.77521150745452,2
"4","2405","2015","La Liga","Markel Susaeta","AML",13,22,21,1748,1.77521150745452,2
"4","2406","2015","La Liga","Mikel Rico","AMC",12,1,2,90,0.108882553875446,0
"4","2409","2015","La Liga","Eraso","AMC",12,8,7,640,2.18692863546312,2
"4","2410","2015","La Liga","Aduriz","FW",15,30,89,2666,20.1453080438078,18
"4","2416","2015","La Liga","Carlos Vela","FW",15,31,55,2596,7.60028770379722,4
"4","2416","2015","La Liga","Carlos Vela","AMC",12,31,55,2596,7.60028770379722,4
"4","2416","2015","La Liga","Carlos Vela","AML",13,31,55,2596,7.60028770379722,4
"4","2416","2015","La Liga","Carlos Vela","AMR",11,31,55,2596,7.60028770379722,4
"4","2416","2015","La Liga","Carlos Vela","FWR",14,31,55,2596,7.60028770379722,4
"4","2422","2015","La Liga","Javi Márquez","AMC",12,8,11,616,0.490776805207133,0
"4","2425","2015","La Liga","Piti","AML",13,9,13,606,1.27786426246166,1
"4","2425","2015","La Liga","Piti","FWL",16,9,13,606,1.27786426246166,1
"4","2425","2015","La Liga","Piti","AMR",11,9,13,606,1.27786426246166,1
"4","2425","2015","La Liga","Piti","AMC",12,9,13,606,1.27786426246166,1
"4","2432","2015","La Liga","Burgui","AML",13,6,11,420,1.33443079143763,1
"4","2432","2015","La Liga","Burgui","FWL",16,6,11,420,1.33443079143763,1
"4","2432","2015","La Liga","Burgui","AMC",12,6,11,420,1.33443079143763,1
"4","2433","2015","La Liga","Mamadou Sylla","FW",15,2,3,101,0.494852617383003,0
"4","2437","2015","La Liga","Gonzalo Escalante","AMC",12,1,1,90,0.532379627227783,1
"4","2441","2015","La Liga","Reyes","AMR",11,13,15,881,0.843020999804139,0
"4","2441","2015","La Liga","Reyes","AML",13,13,15,881,0.843020999804139,0
"4","2442","2015","La Liga","Kevin Gameiro","FW",15,22,63,1885,16.9976408034563,13
"4","2443","2015","La Liga","Michael Krohn-Dehli","AML",13,14,16,1228,2.28212979435921,1
"4","2443","2015","La Liga","Michael Krohn-Dehli","AMC",12,14,16,1228,2.28212979435921,1
"4","2443","2015","La Liga","Michael Krohn-Dehli","AMR",11,14,16,1228,2.28212979435921,1
"4","2446","2015","La Liga","Dani Ceballos","FW",15,9,7,702,0.274306621402502,0
"4","2446","2015","La Liga","Dani Ceballos","AMC",12,9,7,702,0.274306621402502,0
"4","2446","2015","La Liga","Dani Ceballos","AML",13,9,7,702,0.274306621402502,0
"4","2447","2015","La Liga","Fabián","AMC",12,6,4,338,0.127073848620057,0
"4","2450","2015","La Liga","Wanderson","AMR",11,4,7,293,0.287066485732794,0
"4","2450","2015","La Liga","Wanderson","AML",13,4,7,293,0.287066485732794,0
"4","2450","2015","La Liga","Wanderson","FW",15,4,7,293,0.287066485732794,0
"4","2452","2015","La Liga","De Marcos","AMR",11,5,4,428,0.383234014734626,0
"4","2463","2015","La Liga","Nauzet Alemán","AMR",11,2,2,134,0.308728164061904,0
"4","2463","2015","La Liga","Nauzet Alemán","AML",13,2,2,134,0.308728164061904,0
"4","2471","2015","La Liga","Víctor Rodríguez","AML",13,21,38,1769,3.27070838026702,2
"4","2471","2015","La Liga","Víctor Rodríguez","AMC",12,21,38,1769,3.27070838026702,2
"4","2480","2015","La Liga","Jonathas","FW",15,17,48,1458,6.56040583178401,6
"4","2481","2015","La Liga","Foued Kadir","AMR",11,3,5,201,0.209313595667481,0
"4","2489","2015","La Liga","Aras Özbiliz","AMC",12,1,0,47,0,0
"4","2491","2015","La Liga","Ibai Gómez","AML",13,1,0,46,0,0
"4","2494","2015","La Liga","Denis Cheryshev","AML",13,5,12,383,1.96275288518518,3
"4","2494","2015","La Liga","Denis Cheryshev","FWL",16,5,12,383,1.96275288518518,3
"4","2497","2015","La Liga","Dani Ndi","AMC",12,10,10,653,1.52296042628586,1
"4","2499","2015","La Liga","Sabin","AML",13,13,22,934,3.26098039187491,5
"4","2499","2015","La Liga","Sabin","AMR",11,13,22,934,3.26098039187491,5
"4","2499","2015","La Liga","Sabin","FW",15,13,22,934,3.26098039187491,5
"4","2500","2015","La Liga","Luisinho","AML",13,3,2,252,0.0556261893361807,0
"4","2502","2015","La Liga","Claudio Beauvue","FW",15,6,9,446,1.11311624199152,1
"4","2502","2015","La Liga","Claudio Beauvue","AMR",11,6,9,446,1.11311624199152,1
"4","2502","2015","La Liga","Claudio Beauvue","FWR",14,6,9,446,1.11311624199152,1
"4","2508","2015","La Liga","Leandro Damião","FW",15,1,3,66,0.843153715133667,0
"4","2511","2015","La Liga","Vitolo","AML",13,21,19,1709,2.19378895312548,1
"4","2511","2015","La Liga","Vitolo","AMR",11,21,19,1709,2.19378895312548,1
"4","2515","2015","La Liga","Nili Perdomo","AMR",11,2,2,146,0.0864854119718075,0
"4","2515","2015","La Liga","Nili Perdomo","FWR",14,2,2,146,0.0864854119718075,0
"4","2522","2015","La Liga","Henok Goitom","FW",15,1,4,90,0.195509016513824,0
"4","2525","2015","La Liga","Juankar","AML",13,7,9,574,1.53707843879238,1
"4","2530","2015","La Liga","Didier Digard","AMC",12,1,0,90,0,0
